Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-01-01 00:00:00+05:30,1.1692654417235007,1.1692654417235007,1.128746334514855,1.1499706506729126,700000,0.0,0.0
1996-01-02 00:00:00+05:30,1.1499704154063823,1.1673357698016338,1.138393543144482,1.1480408906936646,824000,0.0,0.0
1996-01-03 00:00:00+05:30,1.1480405008675494,1.1557584130881389,1.138393156594198,1.1518994569778442,568000,0.0,0.0
1996-01-04 00:00:00+05:30,1.1518998818489103,1.1499704490844893,1.134534618949901,1.1441819667816162,564000,0.0,0.0
1996-01-05 00:00:00+05:30,1.1441821166566815,1.1499705997177812,1.1383937256003989,1.1422526836395264,378000,0.0,0.0
1996-01-08 00:00:00+05:30,1.1422526701128328,1.1383937121194037,1.122957880145687,1.1287462711334229,474000,0.0,0.0
1996-01-09 00:00:00+05:30,1.12874609887234,1.12874609887234,1.0805090853136519,1.0920859575271606,966000,0.0,0.0
1996-01-10 00:00:00+05:30,1.092086042942176,1.1055924409167095,1.084368127529531,1.0959450006484985,452000,0.0,0.0
1996-01-11 00:00:00+05:30,1.0959449149316636,1.1113808365544775,1.0805090853136519,1.0920859575271606,636000,0.0,0.0
1996-01-12 00:00:00+05:30,1.0920858685090704,1.0940153930564434,1.0805089972392152,1.0901564359664917,862000,0.0,0.0
1996-01-15 00:00:00+05:30,1.090156781182508,1.0862978228705538,1.0708619896227374,1.0766503810882568,362000,0.0,0.0
1996-01-16 00:00:00+05:30,1.0766499493032629,1.080508906067602,1.0573551654815674,1.0573551654815674,716000,0.0,0.0
1996-01-17 00:00:00+05:30,1.0573554396283444,1.0785797533375558,1.0149069042147323,1.0245542526245117,858000,0.0,0.0
1996-01-18 00:00:00+05:30,1.0245543173717901,1.0245543173717901,1.0033300023212963,1.018765926361084,660000,0.0,0.0
1996-01-19 00:00:00+05:30,1.0187660270073213,1.0149070686173431,0.9782469179101376,0.985964834690094,852000,0.0,0.0
1996-01-22 00:00:00+05:30,0.9859647496258019,0.9994710568230537,0.9724583504237326,0.9821057915687561,718000,0.0,0.0
1996-01-23 00:00:00+05:30,0.9821057094909643,1.0033299310285302,0.9685993114176691,0.9763172268867493,798000,0.0,0.0
1996-01-24 00:00:00+05:30,0.9763173162164502,0.9763173162164502,0.9454456515154773,0.9512340426445007,898000,0.0,0.0
1996-01-25 00:00:00+05:30,0.9512343274513609,0.9454459345892483,0.9300100976171538,0.93965744972229,780000,0.0,0.0
1996-01-26 00:00:00+05:30,0.93965744972229,0.93965744972229,0.93965744972229,0.93965744972229,0,0.0,0.0
1996-01-29 00:00:00+05:30,0.9396571598111199,0.9628109081256666,0.9242213276014221,0.9589519500732422,622000,0.0,0.0
1996-01-30 00:00:00+05:30,0.9589520219852485,0.9840352972094161,0.9589520219852485,0.9724584221839905,904000,0.0,0.0
1996-01-31 00:00:00+05:30,0.9724583036768214,1.0168363652019659,0.9840351772914487,0.9994710087776184,688000,0.0,0.0
1996-02-01 00:00:00+05:30,0.999471265955073,1.0805094941145075,1.0033302248195777,1.072791576385498,848000,0.0,0.0
1996-02-02 00:00:00+05:30,1.0727912530408414,1.1557588896232487,1.0805091684436325,1.124887228012085,1638000,0.0,0.0
1996-02-05 00:00:00+05:30,1.1248870809428004,1.1962778350872958,1.1383934771342443,1.1557587385177612,1812000,0.0,0.0
1996-02-06 00:00:00+05:30,1.1557588055349313,1.176983117350816,1.138393543144482,1.1480408906936646,1776000,0.0,0.0
1996-02-07 00:00:00+05:30,1.148040902081286,1.1287461147867306,1.0901565401976197,1.1055923700332642,1172000,0.0,0.0
1996-02-08 00:00:00+05:30,1.1055923882934326,1.2155728156960606,1.1133103033387253,1.1750537157058716,1334000,0.0,0.0
1996-02-09 00:00:00+05:30,1.1750537667016585,1.410450369808598,1.292752022252724,1.4085209369659424,3440000,0.0,0.0
1996-02-12 00:00:00+05:30,1.4085207806108306,1.464475706908609,1.3313415433710265,1.3544952869415283,5702000,0.0,0.0
1996-02-13 00:00:00+05:30,1.3892262354877034,1.3892262354877034,1.2831048393351379,1.3313418626785278,2902000,0.0,0.0
1996-02-14 00:00:00+05:30,1.3313416135484806,1.466405216833989,1.3853670180607627,1.431674599647522,4928000,0.0,0.0
1996-02-15 00:00:00+05:30,1.4316747904229083,1.4548285382991997,1.416238958505381,1.422027349472046,2382000,0.0,0.0
1996-02-16 00:00:00+05:30,1.4220274060011504,1.4181684478683654,1.3544955926750033,1.3737903833389282,2792000,0.0,0.0
1996-02-19 00:00:00+05:30,1.3737901908737724,1.4085209012079563,1.3506364453208541,1.3564249277114868,2594000,0.0,0.0
1996-02-20 00:00:00+05:30,1.3564251779695786,1.3564251779695786,1.2753869615781481,1.298540711402893,2722000,0.0,0.0
1996-02-21 00:00:00+05:30,1.298540711402893,1.298540711402893,1.298540711402893,1.298540711402893,0,0.0,0.0
1996-02-22 00:00:00+05:30,1.2985405086653683,1.3409890433833622,1.312046906623498,1.321694254875183,1696000,0.0,0.0
1996-02-23 00:00:00+05:30,1.3216942854168023,1.3506365148502704,1.312046936942187,1.3197648525238037,1374000,0.0,0.0
1996-02-26 00:00:00+05:30,1.3197649585826243,1.3409891821352835,1.3023996011260683,1.3062585592269897,1294000,0.0,0.0
1996-02-27 00:00:00+05:30,1.3081876930401533,1.3216939963516392,1.2734569885139533,1.3101171255111694,1682000,0.0,0.0
1996-02-28 00:00:00+05:30,1.3101172399039154,1.3294120263227538,1.2753866243500063,1.2831045389175415,844000,0.0,0.0
1996-02-29 00:00:00+05:30,1.2734573628591965,1.2734573628591965,1.1576885284183274,1.1827718019485474,2550000,0.0,0.0
1996-03-01 00:00:00+05:30,1.1827716370067702,1.2155728221251498,1.1576883669745026,1.2001368999481201,1464000,0.0,0.0
1996-03-04 00:00:00+05:30,1.2001370673115461,1.1962781092303443,1.176983318824336,1.1827718019485474,1294000,0.0,0.0
1996-03-05 00:00:00+05:30,1.1827718019485474,1.1827718019485474,1.1827718019485474,1.1827718019485474,0,0.0,0.0
1996-03-06 00:00:00+05:30,1.1827717881214586,1.2155729774306228,1.1885601791731835,1.1962780952453613,720000,0.0,0.0
1996-03-07 00:00:00+05:30,1.1962779919906266,1.2155728725104826,1.1673358552204602,1.1808421611785889,972000,0.0,0.0
1996-03-08 00:00:00+05:30,1.1808420754802007,1.1847010329031502,1.157688330942503,1.176983118057251,774000,0.0,0.0
1996-03-11 00:00:00+05:30,1.1769830491029454,1.1750536165069088,1.148040824124021,1.1557587385177612,648000,0.0,0.0
1996-03-12 00:00:00+05:30,1.1557583901674697,1.1557583901674697,1.1306752219503817,1.1403225660324097,800000,0.0,0.0
1996-03-13 00:00:00+05:30,1.1403232231979363,1.1962781639366113,1.1576885813598776,1.1885602474212646,972000,0.0,0.0
1996-03-14 00:00:00+05:30,1.1885599230859853,1.2155727155232465,1.1750536188721519,1.1847009658813477,1058000,0.0,0.0
